label,subject,message
spam,Meeting schedule for tomorrow,Here are the notes from today's meeting. I have included the action items we agreed to.
spam,Special promotion ends today - Act Now,Congratulations! You have won a valuable prize. Click the link now to claim your reward before it expires. Please confirm the information provided.
spam,Your appointment confirmation,Here are the notes from today's meeting. I have included the action items we agreed to. Please review the attached information when convenient.
ham,Course assignment reminder,"Hi, just confirming that our meeting is scheduled for tomorrow at 10 AM. Please let me know if anything changes. Please let me know if you need any further information. Let me know if you have any questions."
spam,Exclusive offer just for you,You were selected as a lucky winner. Send your details today to receive your cash bonus immediately.
spam,Earn extra cash from home,Earn extra money from home with our exclusive opportunity. Register today and receive your bonus. The offer is subject to the terms shown on the website.
spam,Final notice for your reward,Congratulations! You have won a valuable prize. Click the link now to claim your reward before it expires.
spam,Exclusive offer just for you,Your reward is ready. Verify your account and claim the special offer before the deadline. Offer expires today.
ham,Monthly report attached,Are you free for lunch on Friday? We can meet near the office around one o'clock. Please let me know if you need any further information. This is a routine notification from our system.
spam,You have been selected for a cash reward,"Get a free voucher today. This offer is available for a limited time only. Click to claim. If you are not interested, you can ignore this message."
ham,Class timetable update,I have attached the travel itinerary. Please check the departure time and let me know if you notice anything incorrect. Please review the attached information when convenient.
ham,Meeting schedule for tomorrow,I have attached the travel itinerary. Please check the departure time and let me know if you notice anything incorrect.
spam,Your reward is waiting,Get a free voucher today. This offer is available for a limited time only. Click to claim. The offer is subject to the terms shown on the website.
ham,Grocery list for tonight,Are you free for lunch on Friday? We can meet near the office around one o'clock.
spam,Claim your free reward,Your reward is ready. Verify your account and claim the special offer before the deadline. Please confirm the information provided.
spam,Congratulations your entry won,Final notice: your prize will be cancelled unless you respond immediately and complete the verification.
ham,Limited time bonus offer,Congratulations! You have won a valuable prize. Click the link now to claim your reward before it expires.
spam,Congratulations you won a prize,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation.
ham,Course assignment reminder,Here are the notes from today's meeting. I have included the action items we agreed to.
spam,Congratulations you won a prize,Your reward is ready. Verify your account and claim the special offer before the deadline.
spam,Special promotion ends today,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation. Offer expires today. Please review the details when you have time.
spam,Earn extra cash from home,Congratulations! You have won a valuable prize. Click the link now to claim your reward before it expires. Offer expires today.
ham,Library book reminder,I have attached the travel itinerary. Please check the departure time and let me know if you notice anything incorrect.
ham,Grocery list for tonight,I have attached the travel itinerary. Please check the departure time and let me know if you notice anything incorrect.
ham,Notes from today's meeting,I have attached the project update and the next steps we discussed. Please review it when you have time.
spam,Your reward is waiting,You have been chosen for a cash promotion. Claim your money now by confirming your information.
spam,Earn extra cash from home,You have been chosen for a cash promotion. Claim your money now by confirming your information. The offer is subject to the terms shown on the website.
ham,Course assignment reminder,The team standup will start at 10 AM tomorrow. Please prepare a short update on your current tasks. Please let me know if you need any further information.
spam,Get your free gift now,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation. Please confirm the information provided.
spam,Weekend family plans,Here are the notes from today's meeting. I have included the action items we agreed to. Please review the attached information when convenient.
spam,Urgent account verification required,Your reward is ready. Verify your account and claim the special offer before the deadline.
spam,Important: claim your prize,Final notice: your prize will be cancelled unless you respond immediately and complete the verification. The offer is subject to the terms shown on the website.
spam,Exclusive offer just for you,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation.
ham,Win money today,Get a free voucher today. This offer is available for a limited time only. Click to claim.
spam,Act now to receive your bonus,"Your reward is ready. Verify your account and claim the special offer before the deadline. If you are not interested, you can ignore this message."
spam,Win money today,Earn extra money from home with our exclusive opportunity. Register today and receive your bonus.
spam,Claim your complimentary gift,Congratulations! You have won a valuable prize. Click the link now to claim your reward before it expires.
ham,Free voucher available,Earn extra money from home with our exclusive opportunity. Register today and receive your bonus.
spam,Win money today,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation. The offer is subject to the terms shown on the website.
ham,Act now to receive your bonus,Get a free voucher today. This offer is available for a limited time only. Click to claim.
ham,Special promotion ends today,Earn extra money from home with our exclusive opportunity. Register today and receive your bonus. The offer is subject to the terms shown on the website.
ham,Office maintenance notice - Update,We are planning a family dinner this weekend. Let me know which day works best for everyone.
ham,Thank you for your message,Please find the invoice for this month attached. Let me know if you have any questions about the amount.
spam,Important: claim your prize,Your reward is ready. Verify your account and claim the special offer before the deadline.
spam,Your reward is waiting,Congratulations on your selection. Provide the requested details to unlock your free reward.
spam,Important: claim your prize,Your reward is ready. Verify your account and claim the special offer before the deadline.
ham,Course assignment reminder,Are you free for lunch on Friday? We can meet near the office around one o'clock.
ham,Library book reminder,Here are the notes from today's meeting. I have included the action items we agreed to. Please let me know if you need any further information.
ham,Monthly report attached,Are you free for lunch on Friday? We can meet near the office around one o'clock. You can ignore this message if it is no longer relevant.
ham,Notes from today's meeting,I have attached the travel itinerary. Please check the departure time and let me know if you notice anything incorrect. Please let me know if you need any further information.
ham,Follow up on our discussion,We are planning a family dinner this weekend. Let me know which day works best for everyone.
ham,Library book reminder,Please find the invoice for this month attached. Let me know if you have any questions about the amount.
spam,Special promotion ends today,Earn extra money from home with our exclusive opportunity. Register today and receive your bonus. Offer expires today.
ham,Claim your complimentary gift,Your reward is ready. Verify your account and claim the special offer before the deadline. Offer expires today.
spam,You have been selected for a cash reward,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation.
spam,Final notice for your reward,Final notice: your prize will be cancelled unless you respond immediately and complete the verification.
ham,Monthly report attached,The team standup will start at 10 AM tomorrow. Please prepare a short update on your current tasks.
ham,Thank you for your message,"Hi, just confirming that our meeting is scheduled for tomorrow at 10 AM. Please let me know if anything changes. Please review the attached information when convenient."
spam,Course assignment reminder,This is a reminder that your appointment is scheduled for tomorrow. Please arrive a few minutes early.
spam,You have been selected for a cash reward,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation.
ham,Grocery list for tonight,The assignment is due next Monday. Please check the course portal for the submission instructions. Let me know if you have any questions.
ham,Your appointment confirmation,We are planning a family dinner this weekend. Let me know which day works best for everyone.
ham,Congratulations your entry won,Your reward is ready. Verify your account and claim the special offer before the deadline.
ham,Bank statement available,Here are the notes from today's meeting. I have included the action items we agreed to. Let me know if you have any questions.
ham,Project update and next steps,We are planning a family dinner this weekend. Let me know which day works best for everyone. Please confirm once you have received this information.
ham,Follow up on our discussion - Update,I have attached the project update and the next steps we discussed. Please review it when you have time. Please let me know if you need any further information. This is a routine notification from our system.
spam,Special promotion ends today,Your reward is ready. Verify your account and claim the special offer before the deadline.
ham,Weekend family plans,Are you free for lunch on Friday? We can meet near the office around one o'clock. You can ignore this message if it is no longer relevant.
spam,Final notice for your reward,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation.
spam,Doctor appointment reminder,The team standup will start at 10 AM tomorrow. Please prepare a short update on your current tasks.
ham,Special promotion ends today,Your reward is ready. Verify your account and claim the special offer before the deadline.
ham,Your order has shipped,Are you free for lunch on Friday? We can meet near the office around one o'clock.
ham,Bank statement available,This is a reminder that your appointment is scheduled for tomorrow. Please arrive a few minutes early.
spam,You have been selected for a cash reward,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation.
spam,Win money today,Final notice: your prize will be cancelled unless you respond immediately and complete the verification.
spam,Instant money opportunity,You have been chosen for a cash promotion. Claim your money now by confirming your information. Please confirm the information provided.
spam,Act now to receive your bonus,Final notice: your prize will be cancelled unless you respond immediately and complete the verification.
ham,Limited time bonus offer,Exclusive deal available now. Receive a bonus reward when you sign up today. Do not miss this opportunity.
ham,Your appointment confirmation,Please find the invoice for this month attached. Let me know if you have any questions about the amount.
spam,Claim your free reward,Exclusive deal available now. Receive a bonus reward when you sign up today. Do not miss this opportunity. Please confirm the information provided.
ham,Claim your complimentary gift,Exclusive deal available now. Receive a bonus reward when you sign up today. Do not miss this opportunity.
ham,Your order has shipped - Update,We are planning a family dinner this weekend. Let me know which day works best for everyone.
ham,Course assignment reminder,"Hi, just confirming that our meeting is scheduled for tomorrow at 10 AM. Please let me know if anything changes. This is a routine notification from our system."
spam,Act now to receive your bonus,You have been chosen for a cash promotion. Claim your money now by confirming your information.
spam,You have been selected for a cash reward,Your reward is ready. Verify your account and claim the special offer before the deadline. Offer expires today.
spam,Limited time bonus offer,Exclusive deal available now. Receive a bonus reward when you sign up today. Do not miss this opportunity.
spam,You have been selected for a cash reward,You were selected as a lucky winner. Send your details today to receive your cash bonus immediately. Offer expires today. Please review the details when you have time.
spam,Get your free gift now,Congratulations on your selection. Provide the requested details to unlock your free reward.
spam,Win money today,Your reward is ready. Verify your account and claim the special offer before the deadline.
spam,Congratulations your entry won,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation.
ham,Project update and next steps,Here are the notes from today's meeting. I have included the action items we agreed to.
spam,You have been selected for a cash reward,Your reward is ready. Verify your account and claim the special offer before the deadline. Please confirm the information provided.
ham,Travel itinerary details,Here are the notes from today's meeting. I have included the action items we agreed to.
ham,Your appointment confirmation,I have attached the travel itinerary. Please check the departure time and let me know if you notice anything incorrect.
ham,Monthly report attached,The assignment is due next Monday. Please check the course portal for the submission instructions.
spam,Win money today,Congratulations! You have won a valuable prize. Click the link now to claim your reward before it expires. Offer expires today. The offer is subject to the terms shown on the website.
spam,Claim your complimentary gift,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation.
spam,Act now to receive your bonus - Act Now,Exclusive deal available now. Receive a bonus reward when you sign up today. Do not miss this opportunity.
ham,Your appointment confirmation,I have attached the travel itinerary. Please check the departure time and let me know if you notice anything incorrect. Please let me know if you need any further information. This is a routine notification from our system.
ham,Notes from today's meeting - Update,We are planning a family dinner this weekend. Let me know which day works best for everyone.
ham,Invoice for this month,Please find the invoice for this month attached. Let me know if you have any questions about the amount. Let me know if you have any questions.
spam,Claim your free reward,Exclusive deal available now. Receive a bonus reward when you sign up today. Do not miss this opportunity.
ham,Your order has shipped,Please find the invoice for this month attached. Let me know if you have any questions about the amount. Please let me know if you need any further information. This is a routine notification from our system.
spam,Special promotion ends today,You have been chosen for a cash promotion. Claim your money now by confirming your information.
ham,Project update and next steps,The assignment is due next Monday. Please check the course portal for the submission instructions. You can ignore this message if it is no longer relevant.
ham,Doctor appointment reminder,I have attached the travel itinerary. Please check the departure time and let me know if you notice anything incorrect.
ham,Class timetable update,I have attached the project update and the next steps we discussed. Please review it when you have time. Please review the attached information when convenient.
ham,Your appointment confirmation,"Hi, just confirming that our meeting is scheduled for tomorrow at 10 AM. Please let me know if anything changes."
ham,Meeting schedule for tomorrow,Here are the notes from today's meeting. I have included the action items we agreed to.
ham,Project update and next steps,We are planning a family dinner this weekend. Let me know which day works best for everyone.
ham,Library book reminder,I have attached the project update and the next steps we discussed. Please review it when you have time.
spam,Final notice for your reward,Congratulations! You have won a valuable prize. Click the link now to claim your reward before it expires.
ham,Doctor appointment reminder,I have attached the travel itinerary. Please check the departure time and let me know if you notice anything incorrect.
ham,Invoice for this month,"Hi, just confirming that our meeting is scheduled for tomorrow at 10 AM. Please let me know if anything changes. Let me know if you have any questions."
ham,Course assignment reminder,Please find the invoice for this month attached. Let me know if you have any questions about the amount. You can ignore this message if it is no longer relevant.
ham,Urgent account verification required,You were selected as a lucky winner. Send your details today to receive your cash bonus immediately. The offer is subject to the terms shown on the website.
ham,Weekend family plans,Here are the notes from today's meeting. I have included the action items we agreed to.
spam,Special promotion ends today,Earn extra money from home with our exclusive opportunity. Register today and receive your bonus.
spam,Free voucher available,You were selected as a lucky winner. Send your details today to receive your cash bonus immediately.
ham,Invoice for this month,The team standup will start at 10 AM tomorrow. Please prepare a short update on your current tasks. Please let me know if you need any further information.
spam,Claim your free reward,Your reward is ready. Verify your account and claim the special offer before the deadline. Please confirm the information provided.
spam,Act now to receive your bonus,Your reward is ready. Verify your account and claim the special offer before the deadline. Offer expires today.
spam,Exclusive offer just for you,"Congratulations on your selection. Provide the requested details to unlock your free reward. If you are not interested, you can ignore this message."
ham,Course assignment reminder,We are planning a family dinner this weekend. Let me know which day works best for everyone. Please confirm once you have received this information.
ham,Grocery list for tonight,"Hi, just confirming that our meeting is scheduled for tomorrow at 10 AM. Please let me know if anything changes. Please review the attached information when convenient."
spam,Instant money opportunity,Get a free voucher today. This offer is available for a limited time only. Click to claim.
spam,Claim your complimentary gift,Final notice: your prize will be cancelled unless you respond immediately and complete the verification.
ham,Project update and next steps,The assignment is due next Monday. Please check the course portal for the submission instructions. Please confirm once you have received this information.
spam,Earn extra cash from home,Get a free voucher today. This offer is available for a limited time only. Click to claim. Offer expires today.
ham,Your appointment confirmation,We are planning a family dinner this weekend. Let me know which day works best for everyone. Please review the attached information when convenient.
ham,Monthly report attached,Please find the invoice for this month attached. Let me know if you have any questions about the amount. Let me know if you have any questions.
spam,Limited time bonus offer,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation.
ham,Monthly report attached,This is a reminder that your appointment is scheduled for tomorrow. Please arrive a few minutes early. Please let me know if you need any further information. This is a routine notification from our system.
spam,Exclusive cash offer,Final notice: your prize will be cancelled unless you respond immediately and complete the verification.
spam,You are our lucky winner,Exclusive deal available now. Receive a bonus reward when you sign up today. Do not miss this opportunity.
ham,Weekend family plans,I have attached the project update and the next steps we discussed. Please review it when you have time. Please let me know if you need any further information.
ham,Follow up on our discussion,This is a reminder that your appointment is scheduled for tomorrow. Please arrive a few minutes early.
spam,Final notice for your reward - Act Now,Final notice: your prize will be cancelled unless you respond immediately and complete the verification. Please review the details when you have time.
ham,Free voucher available,You have been chosen for a cash promotion. Claim your money now by confirming your information.
spam,Free voucher available,You have been chosen for a cash promotion. Claim your money now by confirming your information. Offer expires today. This message was sent automatically.
ham,Follow up on our discussion - Update,Please find the invoice for this month attached. Let me know if you have any questions about the amount. Please confirm once you have received this information.
ham,Team standup at 10 AM - Update,I have attached the project update and the next steps we discussed. Please review it when you have time.
ham,Exclusive offer just for you,You were selected as a lucky winner. Send your details today to receive your cash bonus immediately.
ham,Bank statement available,I have attached the travel itinerary. Please check the departure time and let me know if you notice anything incorrect. Please let me know if you need any further information.
spam,Urgent account verification required,"Earn extra money from home with our exclusive opportunity. Register today and receive your bonus. If you are not interested, you can ignore this message."
ham,Project update and next steps,I have attached the project update and the next steps we discussed. Please review it when you have time.
spam,Exclusive offer just for you,Final notice: your prize will be cancelled unless you respond immediately and complete the verification. Offer expires today.
ham,Library book reminder,I have attached the project update and the next steps we discussed. Please review it when you have time. Please confirm once you have received this information.
ham,Weekend family plans,"Hi, just confirming that our meeting is scheduled for tomorrow at 10 AM. Please let me know if anything changes. Please confirm once you have received this information."
spam,Win money today,Final notice: your prize will be cancelled unless you respond immediately and complete the verification.
spam,Final notice for your reward,Congratulations on your selection. Provide the requested details to unlock your free reward.
ham,Thank you for your message,I have attached the project update and the next steps we discussed. Please review it when you have time. Please confirm once you have received this information.
ham,Travel itinerary details,I have attached the project update and the next steps we discussed. Please review it when you have time.
spam,Congratulations you won a prize,Congratulations on your selection. Provide the requested details to unlock your free reward. Offer expires today.
spam,Win money today,You were selected as a lucky winner. Send your details today to receive your cash bonus immediately.
ham,Lunch plans for Friday,Here are the notes from today's meeting. I have included the action items we agreed to.
spam,Important: claim your prize,Final notice: your prize will be cancelled unless you respond immediately and complete the verification. Offer expires today.
ham,Important: claim your prize,Congratulations! You have won a valuable prize. Click the link now to claim your reward before it expires.
spam,Limited time bonus offer,You have been chosen for a cash promotion. Claim your money now by confirming your information.
spam,Lunch plans for Friday,This is a reminder that your appointment is scheduled for tomorrow. Please arrive a few minutes early.
ham,Course assignment reminder,Are you free for lunch on Friday? We can meet near the office around one o'clock.
ham,Your order has shipped,I have attached the travel itinerary. Please check the departure time and let me know if you notice anything incorrect. Please let me know if you need any further information. Let me know if you have any questions.
spam,Exclusive cash offer,Your reward is ready. Verify your account and claim the special offer before the deadline.
spam,Urgent account verification required - Act Now,Your reward is ready. Verify your account and claim the special offer before the deadline.
ham,Bank statement available,The assignment is due next Monday. Please check the course portal for the submission instructions.
spam,Free voucher available,Exclusive deal available now. Receive a bonus reward when you sign up today. Do not miss this opportunity. This message was sent automatically.
ham,Travel itinerary details,Are you free for lunch on Friday? We can meet near the office around one o'clock. Please let me know if you need any further information.
spam,Win money today,Exclusive deal available now. Receive a bonus reward when you sign up today. Do not miss this opportunity. Offer expires today.
ham,Follow up on our discussion,We are planning a family dinner this weekend. Let me know which day works best for everyone. Please review the attached information when convenient.
spam,Free voucher available,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation. The offer is subject to the terms shown on the website.
ham,Class timetable update,This is a reminder that your appointment is scheduled for tomorrow. Please arrive a few minutes early. Please review the attached information when convenient.
ham,Monthly report attached,Here are the notes from today's meeting. I have included the action items we agreed to. This is a routine notification from our system.
spam,Act now to receive your bonus,Your reward is ready. Verify your account and claim the special offer before the deadline.
spam,Congratulations you won a prize,Earn extra money from home with our exclusive opportunity. Register today and receive your bonus.
ham,Library book reminder - Update,We are planning a family dinner this weekend. Let me know which day works best for everyone. Please let me know if you need any further information.
ham,Project update and next steps,"Hi, just confirming that our meeting is scheduled for tomorrow at 10 AM. Please let me know if anything changes."
spam,Earn extra cash from home,Your reward is ready. Verify your account and claim the special offer before the deadline.
ham,Weekend family plans,Here are the notes from today's meeting. I have included the action items we agreed to. Let me know if you have any questions.
ham,Monthly report attached,Here are the notes from today's meeting. I have included the action items we agreed to.
ham,Course assignment reminder,Please find the invoice for this month attached. Let me know if you have any questions about the amount.
ham,Weekend family plans,Here are the notes from today's meeting. I have included the action items we agreed to. Please let me know if you need any further information.
ham,Team standup at 10 AM,"Hi, just confirming that our meeting is scheduled for tomorrow at 10 AM. Please let me know if anything changes."
ham,Lunch plans for Friday,Please find the invoice for this month attached. Let me know if you have any questions about the amount.
spam,Exclusive cash offer,Final notice: your prize will be cancelled unless you respond immediately and complete the verification. Offer expires today. This message was sent automatically.
spam,Urgent account verification required,Your reward is ready. Verify your account and claim the special offer before the deadline.
spam,Instant money opportunity,You have been chosen for a cash promotion. Claim your money now by confirming your information.
ham,Follow up on our discussion,The team standup will start at 10 AM tomorrow. Please prepare a short update on your current tasks. Let me know if you have any questions.
ham,Your order has shipped,Please find the invoice for this month attached. Let me know if you have any questions about the amount. You can ignore this message if it is no longer relevant.
spam,You have been selected for a cash reward,Congratulations! You have won a valuable prize. Click the link now to claim your reward before it expires. Offer expires today. This message was sent automatically.
spam,Your reward is waiting,Congratulations on your selection. Provide the requested details to unlock your free reward. Please confirm the information provided.
spam,You have been selected for a cash reward,Earn extra money from home with our exclusive opportunity. Register today and receive your bonus. This message was sent automatically.
spam,Win money today,Earn extra money from home with our exclusive opportunity. Register today and receive your bonus.
spam,Claim your complimentary gift,Congratulations on your selection. Provide the requested details to unlock your free reward.
ham,Course assignment reminder,We are planning a family dinner this weekend. Let me know which day works best for everyone.
ham,Class timetable update,Please find the invoice for this month attached. Let me know if you have any questions about the amount. Please let me know if you need any further information. Please review the attached information when convenient.
ham,Grocery list for tonight,Are you free for lunch on Friday? We can meet near the office around one o'clock.
ham,Lunch plans for Friday,Please find the invoice for this month attached. Let me know if you have any questions about the amount. You can ignore this message if it is no longer relevant.
spam,Important: claim your prize,Get a free voucher today. This offer is available for a limited time only. Click to claim.
ham,Invoice for this month,Are you free for lunch on Friday? We can meet near the office around one o'clock.
spam,Limited time bonus offer,Earn extra money from home with our exclusive opportunity. Register today and receive your bonus. Please confirm the information provided.
spam,Act now to receive your bonus,Congratulations on your selection. Provide the requested details to unlock your free reward. The offer is subject to the terms shown on the website.
spam,Special promotion ends today - Act Now,Earn extra money from home with our exclusive opportunity. Register today and receive your bonus. Please confirm the information provided.
spam,Claim your free reward,"Exclusive deal available now. Receive a bonus reward when you sign up today. Do not miss this opportunity. If you are not interested, you can ignore this message."
ham,Your order has shipped,I have attached the travel itinerary. Please check the departure time and let me know if you notice anything incorrect.
ham,Thank you for your message,I have attached the project update and the next steps we discussed. Please review it when you have time. Please review the attached information when convenient.
spam,Claim your complimentary gift,Congratulations! You have won a valuable prize. Click the link now to claim your reward before it expires. Offer expires today. Please confirm the information provided.
ham,Bank statement available,The team standup will start at 10 AM tomorrow. Please prepare a short update on your current tasks. Please confirm once you have received this information.
spam,Free voucher available,Congratulations on your selection. Provide the requested details to unlock your free reward.
spam,Claim your free reward - Act Now,You were selected as a lucky winner. Send your details today to receive your cash bonus immediately.
spam,Congratulations you won a prize,You were selected as a lucky winner. Send your details today to receive your cash bonus immediately. Offer expires today. The offer is subject to the terms shown on the website.
spam,Claim your free reward,You were selected as a lucky winner. Send your details today to receive your cash bonus immediately.
ham,Class timetable update,Are you free for lunch on Friday? We can meet near the office around one o'clock. You can ignore this message if it is no longer relevant.
ham,Team standup at 10 AM,This is a reminder that your appointment is scheduled for tomorrow. Please arrive a few minutes early.
spam,You have been selected for a cash reward,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation.
ham,Office maintenance notice,We are planning a family dinner this weekend. Let me know which day works best for everyone. Please let me know if you need any further information.
ham,Bank statement available,I have attached the project update and the next steps we discussed. Please review it when you have time.
spam,Important: claim your prize,Exclusive deal available now. Receive a bonus reward when you sign up today. Do not miss this opportunity.
spam,Act now to receive your bonus,Final notice: your prize will be cancelled unless you respond immediately and complete the verification.
ham,Travel itinerary details,We are planning a family dinner this weekend. Let me know which day works best for everyone.
spam,You are our lucky winner,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation. Offer expires today. Please review the details when you have time.
ham,Lunch plans for Friday,Here are the notes from today's meeting. I have included the action items we agreed to. You can ignore this message if it is no longer relevant.
ham,Bank statement available,This is a reminder that your appointment is scheduled for tomorrow. Please arrive a few minutes early. You can ignore this message if it is no longer relevant.
spam,Free voucher available,You have been chosen for a cash promotion. Claim your money now by confirming your information.
ham,Notes from today's meeting,I have attached the travel itinerary. Please check the departure time and let me know if you notice anything incorrect. Please let me know if you need any further information.
ham,Your order has shipped,This is a reminder that your appointment is scheduled for tomorrow. Please arrive a few minutes early.
ham,Lunch plans for Friday,We are planning a family dinner this weekend. Let me know which day works best for everyone.
spam,Exclusive offer just for you,Exclusive deal available now. Receive a bonus reward when you sign up today. Do not miss this opportunity.
ham,You have been selected for a cash reward,Get a free voucher today. This offer is available for a limited time only. Click to claim.
ham,Follow up on our discussion,Are you free for lunch on Friday? We can meet near the office around one o'clock. Please review the attached information when convenient.
spam,Win money today - Act Now,You have been chosen for a cash promotion. Claim your money now by confirming your information.
spam,Earn extra cash from home,Get a free voucher today. This offer is available for a limited time only. Click to claim.
spam,Free voucher available,Final notice: your prize will be cancelled unless you respond immediately and complete the verification.
spam,Exclusive offer just for you,"Your reward is ready. Verify your account and claim the special offer before the deadline. Offer expires today. If you are not interested, you can ignore this message."
ham,Doctor appointment reminder,Please find the invoice for this month attached. Let me know if you have any questions about the amount. Please review the attached information when convenient.
spam,Instant money opportunity,You were selected as a lucky winner. Send your details today to receive your cash bonus immediately.
spam,Congratulations you won a prize,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation. The offer is subject to the terms shown on the website.
ham,Monthly report attached,"Hi, just confirming that our meeting is scheduled for tomorrow at 10 AM. Please let me know if anything changes."
ham,Weekend family plans,The team standup will start at 10 AM tomorrow. Please prepare a short update on your current tasks. This is a routine notification from our system.
spam,Win money today,Final notice: your prize will be cancelled unless you respond immediately and complete the verification.
spam,Special promotion ends today,Get a free voucher today. This offer is available for a limited time only. Click to claim. Offer expires today.
spam,Act now to receive your bonus,"Congratulations on your selection. Provide the requested details to unlock your free reward. If you are not interested, you can ignore this message."
spam,Congratulations you won a prize,Congratulations on your selection. Provide the requested details to unlock your free reward.
ham,Library book reminder,Here are the notes from today's meeting. I have included the action items we agreed to.
spam,Get your free gift now - Act Now,Congratulations! You have won a valuable prize. Click the link now to claim your reward before it expires. This message was sent automatically.
spam,Final notice for your reward,You have been chosen for a cash promotion. Claim your money now by confirming your information.
ham,Invoice for this month,The assignment is due next Monday. Please check the course portal for the submission instructions.
ham,Monthly report attached,Are you free for lunch on Friday? We can meet near the office around one o'clock.
spam,You are our lucky winner,You have been chosen for a cash promotion. Claim your money now by confirming your information.
spam,Important: claim your prize,Final notice: your prize will be cancelled unless you respond immediately and complete the verification.
ham,Thank you for your message,The team standup will start at 10 AM tomorrow. Please prepare a short update on your current tasks.
ham,Bank statement available,Here are the notes from today's meeting. I have included the action items we agreed to. You can ignore this message if it is no longer relevant.
spam,Free voucher available,Final notice: your prize will be cancelled unless you respond immediately and complete the verification.
spam,Congratulations you won a prize,Your reward is ready. Verify your account and claim the special offer before the deadline.
ham,Office maintenance notice,The team standup will start at 10 AM tomorrow. Please prepare a short update on your current tasks. Please review the attached information when convenient.
spam,You have been selected for a cash reward,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation.
spam,You are our lucky winner,Exclusive deal available now. Receive a bonus reward when you sign up today. Do not miss this opportunity. Offer expires today.
ham,Notes from today's meeting,Please find the invoice for this month attached. Let me know if you have any questions about the amount.
ham,Notes from today's meeting,We are planning a family dinner this weekend. Let me know which day works best for everyone.
ham,Monthly report attached,Please find the invoice for this month attached. Let me know if you have any questions about the amount. You can ignore this message if it is no longer relevant.
ham,Thank you for your message,We are planning a family dinner this weekend. Let me know which day works best for everyone. Please review the attached information when convenient.
ham,Your appointment confirmation,We are planning a family dinner this weekend. Let me know which day works best for everyone.
spam,Important: claim your prize - Act Now,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation.
ham,Invoice for this month,Please find the invoice for this month attached. Let me know if you have any questions about the amount. This is a routine notification from our system.
spam,Act now to receive your bonus,You were selected as a lucky winner. Send your details today to receive your cash bonus immediately.
ham,Library book reminder,I have attached the travel itinerary. Please check the departure time and let me know if you notice anything incorrect.
spam,Your reward is waiting,Earn extra money from home with our exclusive opportunity. Register today and receive your bonus.
spam,Special promotion ends today,You have been chosen for a cash promotion. Claim your money now by confirming your information.
spam,Your reward is waiting,Earn extra money from home with our exclusive opportunity. Register today and receive your bonus.
spam,Limited time bonus offer,You were selected as a lucky winner. Send your details today to receive your cash bonus immediately. Please review the details when you have time.
ham,Course assignment reminder,This is a reminder that your appointment is scheduled for tomorrow. Please arrive a few minutes early.
spam,Special promotion ends today,Act now to get your free gift. This limited time offer expires soon and requires immediate confirmation. Offer expires today.
ham,Project update and next steps,Here are the notes from today's meeting. I have included the action items we agreed to.
spam,Instant money opportunity,You were selected as a lucky winner. Send your details today to receive your cash bonus immediately. The offer is subject to the terms shown on the website.
spam,Exclusive offer just for you,"Exclusive deal available now. Receive a bonus reward when you sign up today. Do not miss this opportunity. If you are not interested, you can ignore this message."
ham,Project update and next steps,The assignment is due next Monday. Please check the course portal for the submission instructions.
spam,Your reward is waiting,You were selected as a lucky winner. Send your details today to receive your cash bonus immediately.
spam,You have been selected for a cash reward,Congratulations! You have won a valuable prize. Click the link now to claim your reward before it expires. Please review the details when you have time.
ham,Library book reminder - Update,We are planning a family dinner this weekend. Let me know which day works best for everyone.
spam,Exclusive offer just for you,Congratulations! You have won a valuable prize. Click the link now to claim your reward before it expires.
spam,Act now to receive your bonus,Exclusive deal available now. Receive a bonus reward when you sign up today. Do not miss this opportunity. Offer expires today.
ham,Bank statement available,The team standup will start at 10 AM tomorrow. Please prepare a short update on your current tasks.
ham,Library book reminder,Here are the notes from today's meeting. I have included the action items we agreed to.
ham,Meeting schedule for tomorrow,We are planning a family dinner this weekend. Let me know which day works best for everyone. You can ignore this message if it is no longer relevant.
spam,Exclusive offer just for you,Your reward is ready. Verify your account and claim the special offer before the deadline.
spam,Exclusive cash offer,Congratulations! You have won a valuable prize. Click the link now to claim your reward before it expires. This message was sent automatically.
ham,Lunch plans for Friday,This is a reminder that your appointment is scheduled for tomorrow. Please arrive a few minutes early. You can ignore this message if it is no longer relevant.
